brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date,city_state,county_name,crime_rate_per_100000,index,EDITION,PART,IDNO,CPOPARST,CPOPCRIM,AG_ARRST,AG_OFF,COVIND,INDEX,MODINDX,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population,FIPS_ST,FIPS_CTY
22935.0,for_sale,125000.0,,,0.08,1574444.0,Carson City,Nevada,89703.0,,2010-10-28,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
22935.0,for_sale,300000.0,,,0.92,1925704.0,Carson City,Nevada,89706.0,,2017-12-18,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
22935.0,for_sale,300000.0,,,1.08,1886160.0,Carson City,Nevada,89706.0,,2017-12-18,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
79124.0,for_sale,529500.0,,,7.94,1922832.0,Carson City,Nevada,89701.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
64980.0,for_sale,2700000.0,,,72.82,1962496.0,Carson City,Nevada,89703.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
79193.0,for_sale,115000.0,,,1.01,164870.0,Carson City,Nevada,89703.0,,2018-07-31,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
47549.0,for_sale,965000.0,3.0,3.0,1.15,1080390.0,Carson City,Nevada,89705.0,2542.0,2020-04-03,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
80967.0,for_sale,295000.0,,,3.25,1133817.0,Carson City,Nevada,89703.0,,2004-08-20,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
101472.0,for_sale,199000.0,,,1.1,156581.0,Carson City,Nevada,89703.0,,2002-07-09,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
22935.0,for_sale,299900.0,,,2.0,1667809.0,Carson City,Nevada,89703.0,,2015-10-21,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
79074.0,for_sale,320000.0,,,1.08,1219732.0,Carson City,Nevada,89703.0,,2016-11-16,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
79193.0,for_sale,250000.0,,,1.14,4819.0,Carson City,Nevada,89701.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
78075.0,for_sale,1980000.0,,,275.09,1316978.0,Carson City,Nevada,89703.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
92737.0,for_sale,379000.0,,,3.27,1146957.0,Carson City,Nevada,89703.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,710250.0,,,0.57,1325714.0,Carson City,Nevada,89705.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
22935.0,for_sale,2000000.0,,,11.69,1348641.0,Carson City,Nevada,89703.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,795250.0,,,0.65,1337198.0,Carson City,Nevada,89705.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
22935.0,for_sale,1550000.0,,,1.6,1211648.0,Carson City,Nevada,89706.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,9995000.0,5.0,8.0,1.08,655766.0,Carson City,Nevada,89705.0,5435.0,2020-02-27,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,4000000.0,4.0,5.0,0.43,909997.0,Carson City,Nevada,89705.0,3025.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,1050000.0,,,0.76,1416990.0,Carson City,Nevada,89705.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,1450000.0,,,0.58,1406295.0,Carson City,Nevada,89705.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,1500000.0,,,0.89,1412471.0,Carson City,Nevada,89705.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,2600000.0,,,1.7,1413358.0,Carson City,Nevada,89705.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,2400000.0,,,1.37,1405730.0,Carson City,Nevada,89705.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,3395000.0,,,1.87,1063445.0,Carson City,Nevada,89705.0,,2018-07-27,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
53553.0,for_sale,1700000.0,3.0,3.0,5.0,1268487.0,Carson City,Nevada,89705.0,3923.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
82992.0,for_sale,460000.0,3.0,3.0,0.16,457435.0,Carson City,Nevada,89701.0,1590.0,2007-01-08,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
34841.0,for_sale,699000.0,,,0.39,923382.0,Carson City,Nevada,89703.0,1530.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
57595.0,ready_to_build,649950.0,3.0,,,1523572.0,Carson City,Nevada,89701.0,2200.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
57595.0,ready_to_build,564950.0,4.0,,,1523572.0,Carson City,Nevada,89701.0,1744.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
22935.0,for_sale,350000.0,,,5.72,4367.0,Carson City,Nevada,89705.0,,2006-07-25,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,11250000.0,5.0,6.0,0.92,1115064.0,Carson City,Nevada,89705.0,5743.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
57595.0,ready_to_build,614950.0,4.0,,,1523572.0,Carson City,Nevada,89701.0,2100.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
79076.0,for_sale,529950.0,3.0,2.0,0.18,157093.0,Carson City,Nevada,89701.0,1528.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
45281.0,for_sale,299000.0,,,1.09,1097497.0,Carson City,Nevada,89703.0,,2020-12-01,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
47549.0,for_sale,225000.0,,,1.02,509484.0,Carson City,Nevada,89701.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,3475000.0,4.0,5.0,0.37,856199.0,Carson City,Nevada,89705.0,3025.0,2020-12-01,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,1395000.0,,,1.5,440646.0,Carson City,Nevada,89705.0,,2019-02-07,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,1400000.0,,,0.5,436378.0,Carson City,Nevada,89705.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
57595.0,ready_to_build,624950.0,4.0,,,1523572.0,Carson City,Nevada,89701.0,1953.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
57595.0,ready_to_build,699950.0,4.0,,,1523572.0,Carson City,Nevada,89701.0,2400.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
57595.0,ready_to_build,759950.0,4.0,,,1523572.0,Carson City,Nevada,89701.0,2547.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
79193.0,for_sale,274900.0,,,0.19,421267.0,Carson City,Nevada,89703.0,,2006-12-20,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
15384.0,for_sale,848400.0,3.0,2.0,0.35,1588070.0,Carson City,Nevada,89703.0,2828.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
22935.0,for_sale,89900.0,,,0.3,1070413.0,Carson City,Nevada,89706.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,2300000.0,,,1.45,747992.0,Carson City,Nevada,89705.0,,2020-09-11,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,2600000.0,,,1.06,1026951.0,Carson City,Nevada,89705.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
22935.0,for_sale,245000.0,,,1.1,1955624.0,Carson City,Nevada,89701.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
78075.0,for_sale,275000.0,,,1.26,1332133.0,Carson City,Nevada,89701.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
47549.0,for_sale,1167500.0,4.0,3.0,1.03,1074757.0,Carson City,Nevada,89705.0,2694.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
32397.0,for_sale,440000.0,,,2.07,33503.0,Carson City,Nevada,89701.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
79076.0,for_sale,789950.0,4.0,3.0,0.38,156539.0,Carson City,Nevada,89701.0,2547.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
78075.0,for_sale,920390.0,4.0,3.0,0.19,452983.0,Carson City,Nevada,89703.0,2788.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
79076.0,for_sale,524950.0,3.0,2.0,0.23,157078.0,Carson City,Nevada,89701.0,1528.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
79076.0,for_sale,645322.0,3.0,2.0,0.15,161029.0,Carson City,Nevada,89701.0,2200.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,1100000.0,,,0.55,1064720.0,Carson City,Nevada,89705.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,1000000.0,,,0.6,1427560.0,Carson City,Nevada,89705.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,3100000.0,,,1.72,1062734.0,Carson City,Nevada,89705.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
47549.0,for_sale,165000.0,2.0,1.0,0.18,1044819.0,Carson City,Nevada,89705.0,840.0,1999-07-01,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
78614.0,for_sale,315000.0,2.0,1.0,0.21,1345860.0,Carson City,Nevada,89701.0,1024.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
3616.0,for_sale,270000.0,3.0,2.0,0.36,744420.0,Carson City,Nevada,89706.0,1140.0,2013-08-01,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
3616.0,for_sale,165000.0,2.0,1.0,0.27,740306.0,Carson City,Nevada,89706.0,720.0,2013-08-01,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
3616.0,for_sale,240000.0,2.0,2.0,0.36,735407.0,Carson City,Nevada,89706.0,940.0,2013-08-01,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
22935.0,for_sale,380000.0,,,0.7,1873952.0,Carson City,Nevada,89701.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
78075.0,for_sale,728600.0,3.0,3.0,0.23,459950.0,Carson City,Nevada,89703.0,2130.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
78075.0,for_sale,850000.0,,,80.78,1840223.0,Carson City,Nevada,89703.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
78075.0,for_sale,726560.0,3.0,3.0,0.23,468835.0,Carson City,Nevada,89703.0,2130.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
78075.0,for_sale,830105.0,4.0,3.0,0.27,472812.0,Carson City,Nevada,89703.0,2406.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
78075.0,for_sale,864630.0,4.0,3.0,0.23,461776.0,Carson City,Nevada,89703.0,2453.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
78075.0,for_sale,998900.0,4.0,4.0,0.22,471899.0,Carson City,Nevada,89703.0,2746.0,2020-01-02,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,1600000.0,,,0.61,1068446.0,Carson City,Nevada,89705.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,1800000.0,,,1.43,1060730.0,Carson City,Nevada,89705.0,,2017-10-26,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
78075.0,for_sale,931808.0,4.0,3.0,0.21,457766.0,Carson City,Nevada,89703.0,2406.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
33714.0,for_sale,185000.0,3.0,2.0,0.2,780025.0,Carson City,Nevada,89706.0,1440.0,2001-01-31,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
22935.0,for_sale,164900.0,,,1.04,1962668.0,Carson City,Nevada,89701.0,,2018-04-20,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
33675.0,for_sale,450000.0,3.0,2.0,0.2,1698666.0,Carson City,Nevada,89701.0,1312.0,2005-05-03,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
16757.0,for_sale,1749000.0,4.0,4.0,1.0,546654.0,Carson City,Nevada,89703.0,4533.0,2004-05-19,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
78075.0,for_sale,940267.0,4.0,3.0,0.18,435022.0,Carson City,Nevada,89703.0,2788.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
79124.0,for_sale,2904300.0,3.0,4.0,2.01,1044814.0,Carson City,Nevada,89705.0,3227.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
32370.0,for_sale,749000.0,,,0.96,1288780.0,Carson City,Nevada,89701.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
79076.0,for_sale,659950.0,4.0,3.0,0.15,1576878.0,Carson City,Nevada,89701.0,2400.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
47549.0,for_sale,369900.0,3.0,2.0,0.19,946566.0,Carson City,Nevada,89706.0,1086.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
87784.0,ready_to_build,549990.0,3.0,,,485162.0,Carson City,Nevada,89701.0,1793.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
87784.0,ready_to_build,599990.0,3.0,,,485162.0,Carson City,Nevada,89701.0,2178.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
87784.0,ready_to_build,589990.0,3.0,,,485162.0,Carson City,Nevada,89701.0,2140.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
87784.0,ready_to_build,574990.0,3.0,,,485162.0,Carson City,Nevada,89701.0,1997.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
101472.0,for_sale,295000.0,3.0,3.0,0.06,1201503.0,Carson City,Nevada,89701.0,1386.0,2003-07-11,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
87784.0,ready_to_build,649990.0,4.0,,,485162.0,Carson City,Nevada,89701.0,2870.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,10000000.0,6.0,5.0,1.85,605844.0,Carson City,Nevada,89705.0,5387.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
32397.0,for_sale,440000.0,3.0,2.0,1.0,1065088.0,Carson City,Nevada,89705.0,1152.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
18088.0,for_sale,428950.0,3.0,3.0,0.03,32002.0,Carson City,Nevada,89701.0,1430.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
12094.0,for_sale,1500000.0,4.0,4.0,1.0,308618.0,Carson City,Nevada,89706.0,3414.0,2002-06-28,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
78075.0,for_sale,830000.0,3.0,3.0,0.18,429369.0,Carson City,Nevada,89703.0,2130.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
78075.0,for_sale,825000.0,3.0,3.0,0.18,449648.0,Carson City,Nevada,89703.0,2130.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,925000.0,,,0.5,1140884.0,Carson City,Nevada,89705.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,925000.0,,,0.5,1032314.0,Carson City,Nevada,89705.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
109708.0,for_sale,2400000.0,,,0.5,694945.0,Carson City,Nevada,89705.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
47549.0,for_sale,330000.0,3.0,2.0,0.14,1044063.0,Carson City,Nevada,89705.0,2264.0,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
47549.0,for_sale,258000.0,2.0,2.0,0.01,265234.0,Carson City,Nevada,89703.0,848.0,2005-07-21,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
91533.0,for_sale,150000.0,,,0.42,557743.0,Carson City,Nevada,89703.0,,2005-01-31,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
78075.0,for_sale,388000.0,2.0,2.0,0.05,931257.0,Carson City,Nevada,89701.0,1344.0,2015-10-01,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
22935.0,for_sale,175000.0,,,0.25,809845.0,Carson City,Nevada,89706.0,,,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
47549.0,for_sale,439000.0,3.0,2.0,0.16,700110.0,Carson City,Nevada,89703.0,1134.0,2018-09-25,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
32370.0,for_sale,457000.0,4.0,3.0,0.17,41916.0,Carson City,Nevada,89703.0,1520.0,2020-10-28,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
10199.0,for_sale,725000.0,4.0,3.0,0.2,313651.0,Carson City,Nevada,89701.0,2428.0,2019-08-29,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
18088.0,for_sale,425000.0,3.0,3.0,0.03,32488.0,Carson City,Nevada,89701.0,1460.0,2020-04-14,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
34634.0,for_sale,320000.0,4.0,3.0,0.03,1129409.0,Carson City,Nevada,89701.0,1388.0,2019-09-06,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
10199.0,for_sale,875000.0,3.0,5.0,1.01,157123.0,Carson City,Nevada,89701.0,3418.0,2001-08-15,"Carson City, NV","Carson City, NV",244.0828402,1187,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510
