brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date,city_state
57595.0,ready_to_build,769990.0,3.0,,,119992.0,Morris Plains,New Jersey,7950.0,2654.0,,"Morris Plains, NJ"
57595.0,ready_to_build,779990.0,3.0,,,119992.0,Morris Plains,New Jersey,7950.0,2875.0,,"Morris Plains, NJ"
57595.0,ready_to_build,809990.0,3.0,,,119992.0,Morris Plains,New Jersey,7950.0,2635.0,,"Morris Plains, NJ"
57595.0,ready_to_build,604990.0,3.0,,,119992.0,Morris Plains,New Jersey,7950.0,2132.0,,"Morris Plains, NJ"
51266.0,ready_to_build,489990.0,2.0,,,21102.0,Dunellen Borough,New Jersey,8812.0,1629.0,,"Dunellen Borough, NJ"
100796.0,ready_to_build,1039995.0,3.0,,,596002.0,Warren,New Jersey,7059.0,2623.0,,"Warren, NJ"
100796.0,ready_to_build,1253995.0,3.0,,,596002.0,Warren,New Jersey,7059.0,3140.0,,"Warren, NJ"
100796.0,ready_to_build,1129995.0,3.0,,,596002.0,Warren,New Jersey,7059.0,2744.0,,"Warren, NJ"
25932.0,ready_to_build,539490.0,3.0,,,1140219.0,Barnegat,New Jersey,8005.0,2181.0,,"Barnegat, NJ"
57595.0,ready_to_build,539990.0,3.0,,,1446981.0,Barnegat Township,New Jersey,8005.0,2913.0,,"Barnegat Township, NJ"
25932.0,ready_to_build,513990.0,4.0,,,1383108.0,Barnegat,New Jersey,8005.0,2867.0,,"Barnegat, NJ"
25932.0,ready_to_build,499990.0,4.0,,,1383108.0,Barnegat,New Jersey,8005.0,2340.0,,"Barnegat, NJ"
25932.0,ready_to_build,454990.0,4.0,,,1383108.0,Barnegat,New Jersey,8005.0,1649.0,,"Barnegat, NJ"
57595.0,ready_to_build,484990.0,2.0,,,1446981.0,Barnegat Township,New Jersey,8005.0,1936.0,,"Barnegat Township, NJ"
25932.0,ready_to_build,469990.0,4.0,,,1383108.0,Barnegat,New Jersey,8005.0,1906.0,,"Barnegat, NJ"
25932.0,ready_to_build,490990.0,2.0,,,1140219.0,Barnegat,New Jersey,8005.0,1748.0,,"Barnegat, NJ"
25932.0,ready_to_build,488990.0,4.0,,,1383108.0,Barnegat,New Jersey,8005.0,2169.0,,"Barnegat, NJ"
57595.0,ready_to_build,484990.0,3.0,,,1446981.0,Barnegat Township,New Jersey,8005.0,1846.0,,"Barnegat Township, NJ"
25932.0,ready_to_build,510990.0,3.0,,,1140219.0,Barnegat,New Jersey,8005.0,1958.0,,"Barnegat, NJ"
25932.0,ready_to_build,502990.0,2.0,,,1140219.0,Barnegat,New Jersey,8005.0,1865.0,,"Barnegat, NJ"
25932.0,ready_to_build,512990.0,3.0,,,1140219.0,Barnegat,New Jersey,8005.0,2015.0,,"Barnegat, NJ"
100796.0,ready_to_build,1253995.0,3.0,,,596002.0,Warren,New Jersey,7059.0,3204.0,,"Warren, NJ"
25932.0,ready_to_build,382490.0,2.0,,,6372.0,Delanco,New Jersey,8075.0,1865.0,,"Delanco, NJ"
