brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date,city_state
10506.0,sold,629000.0,2.0,1.0,0.17,852079.0,Ramrod Key,Florida,33042.0,1008.0,2022-04-14,"Ramrod Key, FL"
10437.0,sold,810000.0,5.0,5.0,0.41,1292841.0,Peachtree Corners,Georgia,30097.0,5756.0,2022-04-12,"Peachtree Corners, GA"
48625.0,sold,315000.0,4.0,3.0,0.11,232324.0,Humble,Texas,77346.0,2722.0,2022-02-10,"Humble, TX"
22202.0,sold,515000.0,2.0,2.0,0.41,876166.0,Union,Washington,98592.0,1512.0,2021-11-23,"Union, WA"
56419.0,sold,479900.0,3.0,1.0,0.16,596440.0,Saugus,Massachusetts,1906.0,1414.0,2021-11-30,"Saugus, MA"
30788.0,sold,620000.0,4.0,3.0,0.07,391007.0,Charlotte,North Carolina,28205.0,1887.0,2021-11-30,"Charlotte, NC"
6404.0,sold,1385000.0,3.0,3.0,0.03,1757394.0,San Rafael,California,94901.0,1844.0,2021-11-30,"San Rafael, CA"
8431.0,sold,385000.0,4.0,4.0,0.27,1130379.0,Vieques,Puerto Rico,765.0,2000.0,2022-03-30,"Vieques, PR"
55180.0,sold,999999.0,,,38.43,1906145.0,San Gregorio,California,94074.0,,2022-04-27,"San Gregorio, CA"
10599.0,sold,420000.0,3.0,2.0,,1543652.0,Moseley,Virginia,23120.0,2159.0,2022-01-25,"Moseley, VA"
88401.0,sold,699900.0,3.0,3.0,0.16,1111422.0,Tampa,Florida,33629.0,2557.0,2022-02-02,"Tampa, FL"
106000.0,sold,295000.0,4.0,3.0,0.17,825601.0,Spring,Texas,77373.0,2383.0,2022-03-08,"Spring, TX"
29055.0,sold,595000.0,4.0,3.0,0.64,338330.0,Bel Air,Maryland,21014.0,3886.0,2022-01-07,"Bel Air, MD"
83464.0,sold,358800.0,3.0,2.0,0.44,724561.0,Apple Valley,California,92308.0,1208.0,2022-05-03,"Apple Valley, CA"
22611.0,sold,769900.0,3.0,3.0,1.5,1551387.0,Foresthill,California,95631.0,2583.0,2021-12-20,"Foresthill, CA"
22626.0,sold,619000.0,5.0,3.0,3.77,1645586.0,Boxford,Massachusetts,1921.0,2544.0,2022-02-25,"Boxford, MA"
4879.0,sold,125000.0,3.0,2.0,,1709413.0,Fontana,California,92335.0,1080.0,2022-01-18,"Fontana, CA"
52882.0,sold,749000.0,3.0,3.0,0.41,1658530.0,Prescott,Arizona,86305.0,2231.0,2022-01-14,"Prescott, AZ"
22671.0,sold,674900.0,5.0,5.0,0.38,261503.0,Saint Louis,Missouri,63128.0,4400.0,2022-03-01,"Saint Louis, MO"
26382.0,sold,624995.0,5.0,3.0,0.2,945167.0,Orting,Washington,98360.0,2535.0,2022-04-28,"Orting, WA"
81852.0,sold,670000.0,2.0,3.0,,113894.0,Ossining,New York,10562.0,13675.0,2021-11-10,"Ossining, NY"
79208.0,sold,259950.0,4.0,3.0,0.46,1286771.0,New Cumberland,Pennsylvania,17070.0,2528.0,2021-12-16,"New Cumberland, PA"
53016.0,sold,70000.0,2.0,1.0,,251456.0,Houston,Texas,77099.0,852.0,2022-03-23,"Houston, TX"
16829.0,sold,269900.0,2.0,2.0,,1175234.0,Chesterbrook,Pennsylvania,19087.0,1050.0,2021-10-27,"Chesterbrook, PA"
108356.0,sold,295000.0,4.0,1.0,0.29,1186600.0,Milton Freewater,Oregon,97862.0,1786.0,2021-12-02,"Milton Freewater, OR"
42179.0,sold,2500000.0,5.0,6.0,3.46,385642.0,Lincoln,Rhode Island,2865.0,8118.0,2022-01-24,"Lincoln, RI"
108322.0,sold,575000.0,3.0,2.0,0.36,489270.0,Milton,Washington,98354.0,1692.0,2021-11-12,"Milton, WA"
72148.0,sold,550000.0,4.0,3.0,0.11,352459.0,Turlock,California,95382.0,2449.0,2022-04-29,"Turlock, CA"
59128.0,sold,195000.0,,,1.25,1239045.0,Tucson,Arizona,85750.0,,2022-01-27,"Tucson, AZ"
97505.0,sold,99900.0,1.0,1.0,0.32,129706.0,Vian,Oklahoma,74962.0,,2022-03-10,"Vian, OK"
37056.0,sold,139000.0,2.0,1.0,0.36,1300897.0,Chicago,Illinois,60625.0,726.0,2021-11-17,"Chicago, IL"
14491.0,sold,335000.0,4.0,3.0,0.26,1173289.0,Fredericksburg,Virginia,22408.0,2894.0,2022-01-21,"Fredericksburg, VA"
22245.0,sold,169900.0,3.0,2.0,0.3,609760.0,Rome,New York,13440.0,1767.0,2021-11-29,"Rome, NY"
22930.0,sold,190000.0,3.0,2.0,0.23,1714349.0,Owasso,Oklahoma,74055.0,1493.0,2022-04-28,"Owasso, OK"
89385.0,sold,343200.0,3.0,2.0,0.7,963567.0,Buford,Georgia,30519.0,1894.0,2022-03-11,"Buford, GA"
23009.0,sold,254750.0,3.0,1.0,0.24,1578850.0,Grandview,Washington,98930.0,1344.0,2022-01-05,"Grandview, WA"
22611.0,sold,214999.0,3.0,2.0,0.13,1647597.0,Cypress,Texas,77433.0,1615.0,2021-11-24,"Cypress, TX"
59090.0,sold,499000.0,5.0,3.0,0.54,322650.0,Chester,Virginia,23836.0,4553.0,2021-12-29,"Chester, VA"
106086.0,sold,225000.0,3.0,2.0,7.82,1048459.0,Burdett,New York,14818.0,1320.0,2022-03-15,"Burdett, NY"
414.0,sold,529000.0,3.0,2.0,0.38,1046798.0,Charlotte,North Carolina,28205.0,1450.0,2022-04-11,"Charlotte, NC"
19972.0,sold,359900.0,3.0,2.0,0.33,1752509.0,Lawrenceville,Georgia,30043.0,2395.0,2022-04-04,"Lawrenceville, GA"
22611.0,sold,325000.0,3.0,2.0,0.62,689023.0,Apple Valley,California,92308.0,1250.0,2022-02-11,"Apple Valley, CA"
53090.0,sold,569900.0,4.0,3.0,2.0,1100934.0,Good Hope,Georgia,30641.0,2800.0,2022-04-15,"Good Hope, GA"
5135.0,sold,199000.0,3.0,2.0,0.14,272401.0,Topton,Pennsylvania,19562.0,2230.0,2021-12-30,"Topton, PA"
79284.0,sold,424900.0,4.0,2.0,0.54,1143688.0,Prospect Heights,Illinois,60070.0,1769.0,2022-04-25,"Prospect Heights, IL"
10340.0,sold,2699500.0,2.0,2.0,0.15,304878.0,Pacific Palisades,California,90272.0,1534.0,2021-11-16,"Pacific Palisades, CA"
